Universidade;Unidade;Estado;Região;Curso;Categoria;Nota;Ensino;Pesquisa;Mercado;Inovação;Internacionalização
UFPR;Pontal do Paraná;PR;Sul;Eng Amb Sanitária;Cota Esc Pública ;618,1;30,16;38,1;16,97;3,6;3,19
UFPR;Pontal do Paraná;PR;Sul;Eng Amb Sanitária;Cota EP RC ;597,76;30,16;38,1;16,97;3,6;3,19
UFPR;Pontal do Paraná;PR;Sul;Eng Amb Sanitária;Cota EP RC 1,5 sm;485,56;30,16;38,1;16,97;3,6;3,19
UFPR;Pontal do Paraná;PR;Sul;Eng Aquicultura;Ampla Conc;471,3;30,16;38,1;16,97;3,6;3,19
UFPR;Pontal do Paraná;PR;Sul;Eng Aquicultura;Cota EP RC 1,5 sm;485,62;30,16;38,1;16,97;3,6;3,19
UFPR;Pontal do Paraná;PR;Sul;Engenharia Civil;Ampla Conc;717,26;30,16;38,1;16,97;3,6;3,19
UFPR;Pontal do Paraná;PR;Sul;Engenharia Civil;Cota Esc Pública 1,5 sm;586,32;30,16;38,1;16,97;3,6;3,19
UFPR;Pontal do Paraná;PR;Sul;Engenharia Civil;Cota Esc Pública ;730,76;30,16;38,1;16,97;3,6;3,19
UFPR;Pontal do Paraná;PR;Sul;Engenharia Civil;Cota EP RC ;677,06;30,16;38,1;16,97;3,6;3,19
UFPR;Pontal do Paraná;PR;Sul;Engenharia Civil;Cota EP RC 1,5 sm;617,46;30,16;38,1;16,97;3,6;3,19
UFRGS;Porto Alegre;RS;Sul;C Atuariais;Ampla Conc;700,76;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;C Atuariais;Cota Esc Pública ;662,45;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;C Atuariais;Cota EP RC 1,5 sm;654,98;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;C Atuariais;Cota Esc Pública 1,5 sm;631,54;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;C Atuariais;Cota EP RC ;586,17;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;C da Computação;Ampla Conc;760,1;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;C da Computação;Cota Esc Pública ;743,72;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;C da Computação;Cota Esc Pública 1,5 sm;728,03;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;C da Computação;Cota EP RC ;695,38;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;C da Computação;Cota EP RC 1,5 sm;622,27;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Ambiental;Ampla Conc;701,35;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Ambiental;Cota Esc Pública ;689,11;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Ambiental;Cota Esc Pública 1,5 sm;634,15;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Ambiental;Cota EP RC ;584,16;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Ambiental;Cota EP RC 1,5 sm;541,2;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Cartográfica;Ampla Conc;653,03;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Cartográfica;Cota Esc Pública 1,5 sm;614,12;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Cartográfica;Cota Esc Pública ;613,09;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Cartográfica;Cota EP RC ;570,75;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Computação;Ampla Conc;760,19;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Computação;Cota Esc Pública ;755,67;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Computação;Cota Esc Pública 1,5 sm;714,56;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Computação;Cota EP RC ;654,52;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Computação;Cota EP RC 1,5 sm;652,98;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Ctr Automação;Ampla Conc;746,01;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Ctr Automação;Cota Esc Pública ;730,21;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Ctr Automação;Cota EP RC ;637,3;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Ctr Automação;Cota Esc Pública 1,5 sm;636,78;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Ctr Automação;Cota EP RC 1,5 sm;583,46;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Alimentos;Cota Esc Pública ;670,29;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Alimentos;Ampla Conc;669,95;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Alimentos;Cota Esc Pública 1,5 sm;638,82;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Alimentos;Cota EP RC 1,5 sm;562,51;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Alimentos;Cota EP RC ;554,36;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Energia;Cota Esc Pública ;714,41;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Energia;Ampla Conc;694,65;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Energia;Cota Esc Pública 1,5 sm;682,58;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Energia;Cota EP RC ;624,6;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Energia;Cota EP RC 1,5 sm;554,73;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Materiais;Cota Esc Pública ;701,95;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Materiais;Ampla Conc;675,91;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Materiais;Cota Esc Pública 1,5 sm;590,68;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Materiais;Cota EP RC 1,5 sm;585,68;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Materiais;Cota EP RC ;569,19;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Minas;Cota Esc Pública ;666,65;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Minas;Ampla Conc;654,28;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Minas;Cota Esc Pública 1,5 sm;653,52;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Minas;Cota EP RC ;605,34;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Minas;Cota EP RC 1,5 sm;566,48;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Produção;Ampla Conc;722,76;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Produção;Cota Esc Pública ;716,6;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Produção;Cota Esc Pública 1,5 sm;685,99;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Produção;Cota EP RC ;627,91;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng de Produção;Cota EP RC 1,5 sm;603,14;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Elétrica;Ampla Conc;718,33;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Elétrica;Cota Esc Pública 1,5 sm;693,91;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Elétrica;Cota Esc Pública ;693,59;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Elétrica;Cota EP RC ;637,32;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Elétrica;Cota EP RC 1,5 sm;591,57;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Física;Cota Esc Pública ;748,49;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Física;Ampla Conc;733,07;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Física;Cota Esc Pública 1,5 sm;693,11;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Física;Cota EP RC ;600,58;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Física;Cota EP RC 1,5 sm;599,92;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Hídrica;Ampla Conc;663,7;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Hídrica;Cota Esc Pública 1,5 sm;623,69;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Hídrica;Cota Esc Pública ;617,18;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Hídrica;Cota EP RC ;543,85;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Hídrica;Cota EP RC 1,5 sm;541,98;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Mecânica;Ampla Conc;719,93;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Mecânica;Cota Esc Pública ;697,85;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Mecânica;Cota Esc Pública 1,5 sm;682,18;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Mecânica;Cota EP RC ;627,76;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Mecânica;Cota EP RC 1,5 sm;591,37;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Metalúrgica;Cota Esc Pública ;677,49;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Metalúrgica;Ampla Conc;667,95;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Metalúrgica;Cota Esc Pública 1,5 sm;643,42;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Metalúrgica;Cota EP RC ;588,81;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Metalúrgica;Cota EP RC 1,5 sm;556,33;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Química;Ampla Conc;733,89;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Química;Cota Esc Pública ;712,97;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Química;Cota Esc Pública 1,5 sm;658,98;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Química;Cota EP RC ;627,47;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Eng Química;Cota EP RC 1,5 sm;623,35;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Engenharia Civil;Ampla Conc;710,77;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Engenharia Civil;Cota Esc Pública ;700,35;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Engenharia Civil;Cota Esc Pública 1,5 sm;695,26;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Engenharia Civil;Cota EP RC 1,5 sm;623,5;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Engenharia Civil;Cota EP RC ;614,76;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Estatística;Ampla Conc;707,21;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Estatística;Cota Esc Pública 1,5 sm;703,32;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Estatística;Cota Esc Pública ;693,35;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Estatística;Cota EP RC ;619,78;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Estatística;Cota EP RC 1,5 sm;546,06;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Física;Cota Esc Pública ;724,19;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Física;Ampla Conc;714,96;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Física;Cota Esc Pública 1,5 sm;671,82;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Física;Ampla Conc;663,05;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Física;Ampla Conc;655;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Física;Cota Esc Pública ;650,82;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Física;Cota Esc Pública ;650,02;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Física;Cota Esc Pública 1,5 sm;647,43;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Física;Cota EP RC ;615,44;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Física;Cota EP RC 1,5 sm;611,3;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Física;Cota Esc Pública 1,5 sm;602,45;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Física;Cota EP RC ;467,73;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Geologia;Cota Esc Pública ;691,86;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Geologia;Ampla Conc;665,39;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Geologia;Cota Esc Pública 1,5 sm;607,11;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Geologia;Cota EP RC ;536,88;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Geologia;Cota EP RC 1,5 sm;523,62;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Matemática;Cota Esc Pública ;704,13;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Matemática;Ampla Conc;688,66;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Matemática;Cota Esc Pública 1,5 sm;672,39;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Matemática;Cota Esc Pública ;669,76;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Matemática;Ampla Conc;660,19;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Matemática;Cota Esc Pública ;657,07;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Matemática;Ampla Conc;641,28;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Matemática;Cota Esc Pública 1,5 sm;624,07;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Matemática;Cota EP RC ;621,67;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Matemática;Cota Esc Pública 1,5 sm;613,86;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Matemática;Cota EP RC ;609,1;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Matemática;Cota EP RC 1,5 sm;574,35;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Matemática;Cota EP RC 1,5 sm;560,94;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Matemática;Cota EP RC 1,5 sm;538,22;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Matemática;Cota EP RC ;501,28;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Química;Cota Esc Pública ;683,54;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Química;Ampla Conc;680,51;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Química;Ampla Conc;666,67;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Química;Cota Esc Pública 1,5 sm;660,25;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Química;Cota Esc Pública 1,5 sm;632,85;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Química;Cota EP RC ;596,21;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Química;Cota EP RC 1,5 sm;532,61;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Química;Cota EP RC 1,5 sm;496,18;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Química Indústrial;Ampla Conc;694,15;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Química Indústrial;Cota Esc Pública 1,5 sm;663,22;31,17;40,69;16,97;3,3;3,55
UFRGS;Porto Alegre;RS;Sul;Química Indústrial;Cota EP RC 1,5 sm;589,66;31,17;40,69;16,97;3,3;3,55
UFRGS;Tramandaí;RS;Sul;C & Tecnologia;Cota Esc Pública ;599,02;31,17;40,69;16,97;3,3;3,55
UFRGS;Tramandaí;RS;Sul;C & Tecnologia;Cota Esc Pública 1,5 sm;597,11;31,17;40,69;16,97;3,3;3,55
UFRGS;Tramandaí;RS;Sul;C & Tecnologia;Ampla Conc;594,22;31,17;40,69;16,97;3,3;3,55
UFG;Apcda de Goiânia;GO;Centro-Oeste;Eng de Materiais;Ampla Conc;600,06;26,83;34,54;16,5;2,95;2,76
UFG;Apcda de Goiânia;GO;Centro-Oeste;Eng de Materiais;Cota Esc Pública ;599,91;26,83;34,54;16,5;2,95;2,76
UFG;Apcda de Goiânia;GO;Centro-Oeste;Eng de Materiais;Cota Esc Pública 1,5 sm;558,17;26,83;34,54;16,5;2,95;2,76
UFG;Apcda de Goiânia;GO;Centro-Oeste;Eng de Materiais;Cota EP RC 1,5 sm;536,91;26,83;34,54;16,5;2,95;2,76
UFG;Apcda de Goiânia;GO;Centro-Oeste;Eng de Materiais;Cota EP RC ;525,46;26,83;34,54;16,5;2,95;2,76
UFG;Apcda de Goiânia;GO;Centro-Oeste;Eng de Materiais;PNE EP RC 1,5 sm;408,33;26,83;34,54;16,5;2,95;2,76
UFG;Apcda de Goiânia;GO;Centro-Oeste;Eng de Produção;Ampla Conc;682,72;26,83;34,54;16,5;2,95;2,76
UFG;Apcda de Goiânia;GO;Centro-Oeste;Eng de Produção;Cota Esc Pública 1,5 sm;642,84;26,83;34,54;16,5;2,95;2,76
UFG;Apcda de Goiânia;GO;Centro-Oeste;Eng de Produção;Cota Esc Pública ;641,68;26,83;34,54;16,5;2,95;2,76
UFG;Apcda de Goiânia;GO;Centro-Oeste;Eng de Produção;Cota EP RC ;605,02;26,83;34,54;16,5;2,95;2,76
UFG;Apcda de Goiânia;GO;Centro-Oeste;Eng de Produção;Cota EP RC 1,5 sm;586,17;26,83;34,54;16,5;2,95;2,76
UFG;Apcda de Goiânia;GO;Centro-Oeste;Eng de Produção;PNE EP RC 1,5 sm;433,07;26,83;34,54;16,5;2,95;2,76
UFG;Apcda de Goiânia;GO;Centro-Oeste;Eng de Produção;PNE Cota Esc Pública 1,5 sm;427,46;26,83;34,54;16,5;2,95;2,76
UFG;Apcda de Goiânia;GO;Centro-Oeste;Eng de Transportes;Ampla Conc;602,07;26,83;34,54;16,5;2,95;2,76
UFG;Apcda de Goiânia;GO;Centro-Oeste;Eng de Transportes;Cota Esc Pública ;590,17;26,83;34,54;16,5;2,95;2,76
UFG;Apcda de Goiânia;GO;Centro-Oeste;Eng de Transportes;Cota Esc Pública 1,5 sm;547,69;26,83;34,54;16,5;2,95;2,76
UFG;Apcda de Goiânia;GO;Centro-Oeste;Eng de Transportes;Cota EP RC ;536,76;26,83;34,54;16,5;2,95;2,76
UFG;Apcda de Goiânia;GO;Centro-Oeste;Eng de Transportes;Cota EP RC 1,5 sm;514,72;26,83;34,54;16,5;2,95;2,76
UFG;Apcda de Goiânia;GO;Centro-Oeste;Geologia;Ampla Conc;598,67;26,83;34,54;16,5;2,95;2,76
UFG;Apcda de Goiânia;GO;Centro-Oeste;Geologia;Cota Esc Pública ;583,53;26,83;34,54;16,5;2,95;2,76
UFG;Apcda de Goiânia;GO;Centro-Oeste;Geologia;Cota Esc Pública 1,5 sm;546,41;26,83;34,54;16,5;2,95;2,76
UFG;Apcda de Goiânia;GO;Centro-Oeste;Geologia;Cota EP RC ;545,41;26,83;34,54;16,5;2,95;2,76
UFG;Apcda de Goiânia;GO;Centro-Oeste;Geologia;Cota EP RC 1,5 sm;541,19;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;C da Computação;Ampla Conc;743,19;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;C da Computação;Cota Esc Pública ;728,4;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;C da Computação;Cota Esc Pública 1,5 sm;709,7;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;C da Computação;Cota EP RC ;656,9;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;C da Computação;Cota EP RC 1,5 sm;642,44;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;C da Computação;PNE Cota Esc Pública 1,5 sm;604,03;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;C da Computação;PNE EP RC 1,5 sm;515,72;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Amb Sanitária;Ampla Conc;644,07;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Amb Sanitária;Cota Esc Pública ;636,74;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Amb Sanitária;Cota Esc Pública 1,5 sm;611,11;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Amb Sanitária;Cota EP RC ;609,44;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Amb Sanitária;Cota EP RC 1,5 sm;562,45;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Amb Sanitária;PNE EP RC 1,5 sm;415,32;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Computação;Ampla Conc;725,8;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Computação;Cota Esc Pública 1,5 sm;681,36;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Computação;Cota Esc Pública ;678,08;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Computação;Cota EP RC ;649,43;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Computação;Cota EP RC 1,5 sm;626,06;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Computação;PNE EP RC 1,5 sm;495,42;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Computação;PNE Cota Esc Pública 1,5 sm;462,65;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng de Alimentos;Cota Esc Pública ;625,3;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng de Alimentos;Ampla Conc;612,86;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng de Alimentos;Cota Esc Pública 1,5 sm;594,01;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng de Alimentos;Cota EP RC 1,5 sm;553,12;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng de Alimentos;Cota EP RC ;529,09;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Elétrica;Ampla Conc;694,33;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Elétrica;Cota Esc Pública ;680,42;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Elétrica;Cota Esc Pública 1,5 sm;658,53;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Elétrica;Cota EP RC ;618,87;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Elétrica;Cota EP RC 1,5 sm;602,69;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Elétrica;PNE Cota Esc Pública 1,5 sm;498,35;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Física;Ampla Conc;691,66;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Física;Cota Esc Pública ;673,85;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Física;Cota Esc Pública 1,5 sm;633,25;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Física;Cota EP RC ;612,63;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Física;Cota EP RC 1,5 sm;556,7;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Florestal;Ampla Conc;618,27;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Florestal;Cota Esc Pública ;611,95;26,83;34,54;16,5;2,95;2,76
UFG;Goiânia;GO;Centro-Oeste;Eng Florestal;Cota Esc Pública 1,5 sm;587,99;26,83;34,54;16,5;2,95;2,76
