Universidade;Unidade;Estado;Região;Curso;Categoria;Nota;Ensino;Pesquisa;Mercado;Inovação;Internacionalização
UFMG;Belo Horizonte;MG;Sudeste;Engenharia Civil;Cota EP RC ;641,98;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Engenharia Civil;Cota EP RC 1,5 sm;633,34;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Engenharia Civil;PNE Cota Esc Pública 1,5 sm;447,78;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Engenharia Civil;PNE EP RC 1,5 sm;300,08;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Estatística;Ampla Conc;705,16;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Estatística;Cota Esc Pública ;688,74;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Estatística;Cota Esc Pública 1,5 sm;668,54;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Estatística;Cota EP RC ;614,76;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Estatística;Cota EP RC 1,5 sm;588,48;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Física;Ampla Conc;714,12;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Física;Cota Esc Pública ;711,88;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Física;Ampla Conc;686,44;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Física;Cota Esc Pública ;676,9;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Física;Cota Esc Pública 1,5 sm;673,94;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Física;Cota Esc Pública 1,5 sm;665,3;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Física;Cota EP RC ;620,04;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Física;Cota EP RC ;610,34;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Física;Cota EP RC 1,5 sm;609,48;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Física;PNE Cota Esc Pública 1,5 sm;603,78;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Física;Cota EP RC 1,5 sm;595,26;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Geologia;Ampla Conc;701,74;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Geologia;Cota Esc Pública ;694,88;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Geologia;Cota Esc Pública 1,5 sm;664,06;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Geologia;Cota EP RC ;636,46;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Geologia;Cota EP RC 1,5 sm;619,5;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Geologia;PNE EP RC 1,5 sm;472,74;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Matemática;Ampla Conc;687,02;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Matemática;Cota Esc Pública ;680,82;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Matemática;Ampla Conc;675,56;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Matemática;Cota Esc Pública ;669;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Matemática;Cota Esc Pública 1,5 sm;664,78;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Matemática;Cota Esc Pública 1,5 sm;657,02;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Matemática;Cota EP RC ;616,32;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Matemática;Cota EP RC 1,5 sm;615,92;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Matemática;Cota EP RC 1,5 sm;610,96;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Matemática;Cota EP RC ;597,54;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Matemática Compt;Ampla Conc;740,58;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Matemática Compt;Cota Esc Pública ;736,64;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Matemática Compt;Cota Esc Pública 1,5 sm;689,76;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Matemática Compt;Cota EP RC ;667,64;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Matemática Compt;Cota EP RC 1,5 sm;630,58;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Química;Ampla Conc;708,38;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Química;Cota Esc Pública ;701,74;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Química;Cota Esc Pública 1,5 sm;680,74;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Química;Ampla Conc;672,1;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Química;Cota Esc Pública ;669,94;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Química;Cota EP RC ;660,78;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Química;Cota Esc Pública 1,5 sm;659,84;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Química;Cota EP RC ;646,22;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Química;Cota EP RC 1,5 sm;614,66;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Química;Cota EP RC 1,5 sm;598,76;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Química;PNE EP RC 1,5 sm;458,12;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Química Tecnológica;Ampla Conc;673,66;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Química Tecnológica;Cota Esc Pública ;668,6;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Química Tecnológica;Cota Esc Pública 1,5 sm;658,46;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Química Tecnológica;Cota EP RC 1,5 sm;607,04;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Química Tecnológica;Cota EP RC ;605,62;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Química Tecnológica;PNE EP RC 1,5 sm;520,64;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Sist Informação;Cota Esc Pública ;740,24;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Sist Informação;Ampla Conc;739,4;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Sist Informação;Cota Esc Pública 1,5 sm;709,52;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Sist Informação;Cota EP RC ;696,02;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Sist Informação;Cota EP RC 1,5 sm;674,7;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Sist Informação;PNE Cota Esc Pública 1,5 sm;660,74;31,47;40,27;17,91;3,53;3,54
UFMG;Belo Horizonte;MG;Sudeste;Sist Informação;PNE EP RC 1,5 sm;541,24;31,47;40,27;17,91;3,53;3,54
UFMG;Montes Claros;MG;Sudeste;Eng Agrícola Amb;Cota Esc Pública ;640,44;31,47;40,27;17,91;3,53;3,54
UFMG;Montes Claros;MG;Sudeste;Eng Agrícola Amb;Ampla Conc;637,64;31,47;40,27;17,91;3,53;3,54
UFMG;Montes Claros;MG;Sudeste;Eng Agrícola Amb;Cota Esc Pública 1,5 sm;610,2;31,47;40,27;17,91;3,53;3,54
UFMG;Montes Claros;MG;Sudeste;Eng Agrícola Amb;Cota EP RC ;593,6;31,47;40,27;17,91;3,53;3,54
UFMG;Montes Claros;MG;Sudeste;Eng Agrícola Amb;Cota EP RC 1,5 sm;575,56;31,47;40,27;17,91;3,53;3,54
UFMG;Montes Claros;MG;Sudeste;Eng Agrícola Amb;PNE EP RC 1,5 sm;476,82;31,47;40,27;17,91;3,53;3,54
UFMG;Montes Claros;MG;Sudeste;Eng de Alimentos;Ampla Conc;643,02;31,47;40,27;17,91;3,53;3,54
UFMG;Montes Claros;MG;Sudeste;Eng de Alimentos;Cota Esc Pública ;619,04;31,47;40,27;17,91;3,53;3,54
UFMG;Montes Claros;MG;Sudeste;Eng de Alimentos;Cota Esc Pública 1,5 sm;606,04;31,47;40,27;17,91;3,53;3,54
UFMG;Montes Claros;MG;Sudeste;Eng de Alimentos;Cota EP RC ;585,62;31,47;40,27;17,91;3,53;3,54
UFMG;Montes Claros;MG;Sudeste;Eng de Alimentos;Cota EP RC 1,5 sm;583,02;31,47;40,27;17,91;3,53;3,54
UFMG;Montes Claros;MG;Sudeste;Eng Florestal;Cota Esc Pública ;642,74;31,47;40,27;17,91;3,53;3,54
UFMG;Montes Claros;MG;Sudeste;Eng Florestal;Ampla Conc;621,66;31,47;40,27;17,91;3,53;3,54
UFMG;Montes Claros;MG;Sudeste;Eng Florestal;Cota Esc Pública 1,5 sm;609,76;31,47;40,27;17,91;3,53;3,54
UFMG;Montes Claros;MG;Sudeste;Eng Florestal;Cota EP RC ;571,3;31,47;40,27;17,91;3,53;3,54
UFMG;Montes Claros;MG;Sudeste;Eng Florestal;Cota EP RC 1,5 sm;565,04;31,47;40,27;17,91;3,53;3,54
UnB;Brasília;DF;Centro-Oeste;ABI – Matemática;Cota Esc Pública;726,95;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;ABI – Matemática;Ampla Conc;721,12;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;ABI – Matemática;Cota EP RC ;686,97;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;ABI – Matemática;Cota EP RC ;685,2;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;ABI – Matemática;Cota Esc Pública 1,5 sm;673,45;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;ABI – Matemática;Cota EP RC 1,5 sm;649,77;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;ABI – Matemática;PNE Cota Esc Pública ;513,89;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;ABI – Matemática;PNE Cota Esc Pública 1,5 sm;502,92;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Ciências da Computação;Ampla Conc;743,71;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Ciências da Computação;Cota EP RC ;722,92;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Ciências da Computação;Cota Esc Pública;719,65;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Ciências da Computação;Cota EP RC ;689,78;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Ciências da Computação;Cota Esc Pública 1,5 sm;676,08;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Ciências da Computação;Cota EP RC 1,5 sm;672,62;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Ciências da Computação;PNE Cota Esc Pública 1,5 sm;588,45;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Ciências da Computação;PNE Cota Esc Pública ;465,06;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Computação;Ampla Conc;699,28;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Computação;Cota EP RC ;675,2;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Computação;Cota Esc Pública;667,66;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Computação;Cota Esc Pública 1,5 sm;662,78;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Computação;Cota EP RC ;652,43;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Computação;Cota EP RC 1,5 sm;644,06;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Computação;PNE Cota Esc Pública ;625,52;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Computação;PNE Cota Esc Pública 1,5 sm;535,78;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Encenharia Mecatrônica;Ampla Conc;768,55;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Encenharia Mecatrônica;Cota EP RC ;765,35;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Encenharia Mecatrônica;Cota Esc Pública;748,88;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Encenharia Mecatrônica;Cota Esc Pública 1,5 sm;712,88;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Encenharia Mecatrônica;Cota EP RC ;712,15;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Encenharia Mecatrônica;Cota EP RC 1,5 sm;689,94;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Encenharia Mecatrônica;PNE Cota Esc Pública 1,5 sm;534,29;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Encenharia Mecatrônica;PNE Cota Esc Pública ;520,34;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Eng de Computação;Ampla Conc;765,98;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Eng de Computação;Cota EP RC ;738,11;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Eng de Computação;Cota Esc Pública;735,75;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Eng de Computação;Cota EP RC ;684,86;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Eng de Computação;Cota EP RC 1,5 sm;681,95;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Eng de Computação;Cota Esc Pública 1,5 sm;667,55;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Eng de Computação;PNE Cota Esc Pública ;605,48;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Eng de Computação;PNE Cota Esc Pública 1,5 sm;557,86;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Eng Redes de Comunicação;Ampla Conc;727,02;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Eng Redes de Comunicação;Cota EP RC ;724,25;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Eng Redes de Comunicação;Cota Esc Pública;704,62;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Eng Redes de Comunicação;Cota EP RC ;671,98;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Eng Redes de Comunicação;Cota EP RC 1,5 sm;654,31;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Eng Redes de Comunicação;Cota Esc Pública 1,5 sm;630,83;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Eng Redes de Comunicação;PNE Cota Esc Pública 1,5 sm;575,49;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Eng Redes de Comunicação;PNE Cota Esc Pública ;550,83;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Ambiental;Ampla Conc;725,97;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Ambiental;Cota EP RC ;697,82;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Ambiental;Cota Esc Pública;696,58;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Ambiental;Cota EP RC ;670;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Ambiental;Cota EP RC 1,5 sm;668,85;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Ambiental;Cota Esc Pública 1,5 sm;645,63;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Ambiental;PNE Cota Esc Pública 1,5 sm;514,38;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Ambiental;PNE Cota Esc Pública ;508;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Civil;Ampla Conc;764,95;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Civil;Cota EP RC ;754,6;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Civil;Cota Esc Pública;744,58;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Civil;Cota EP RC ;710,82;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Civil;Cota Esc Pública 1,5 sm;703,57;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Civil;Cota EP RC 1,5 sm;695,26;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Civil;PNE Cota Esc Pública 1,5 sm;616,94;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Civil;PNE Cota Esc Pública ;556,42;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia de Produção;Ampla Conc;741,28;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia de Produção;Cota Esc Pública;713,75;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia de Produção;Cota EP RC ;710,35;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia de Produção;Cota Esc Pública 1,5 sm;683,55;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia de Produção;Cota EP RC ;673,71;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia de Produção;Cota EP RC 1,5 sm;655,12;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia de Produção;PNE Cota Esc Pública ;609,48;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia de Produção;PNE Cota Esc Pública 1,5 sm;552,29;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Elétrica;Ampla Conc;759,69;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Elétrica;Cota EP RC ;741,62;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Elétrica;Cota Esc Pública;714,88;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Elétrica;Cota EP RC ;709,55;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Elétrica;Cota Esc Pública 1,5 sm;691,58;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Elétrica;Cota EP RC 1,5 sm;683,2;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Elétrica;PNE Cota Esc Pública 1,5 sm;625,08;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Elétrica;PNE Cota Esc Pública ;499,28;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Florestal;Cota EP RC ;704,03;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Florestal;Ampla Conc;698,91;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Florestal;Cota Esc Pública;676,26;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Florestal;Cota Esc Pública 1,5 sm;646,45;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Florestal;Cota EP RC ;636;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Florestal;Cota EP RC 1,5 sm;623,98;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Florestal;PNE Cota Esc Pública ;548,78;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Mecânica;Ampla Conc;770,28;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Mecânica;Cota EP RC ;744,91;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Mecânica;Cota Esc Pública;714,12;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Mecânica;Cota Esc Pública 1,5 sm;702,26;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Mecânica;Cota EP RC ;684,26;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Mecânica;Cota EP RC 1,5 sm;680,65;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Mecânica;PNE Cota Esc Pública 1,5 sm;637,55;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Química;Cota EP RC ;749,58;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Química;Ampla Conc;742,91;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Química;Cota Esc Pública;722,43;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Química;Cota EP RC ;691,22;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Química;Cota Esc Pública 1,5 sm;685,68;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Química;Cota EP RC 1,5 sm;671,71;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Engenharia Química;PNE Cota Esc Pública ;575,94;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Estatística;Ampla Conc;724,57;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Estatística;Cota EP RC ;714,09;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Estatística;Cota Esc Pública;693,54;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Estatística;Cota EP RC ;681,85;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Estatística;Cota Esc Pública 1,5 sm;654,15;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Estatística;Cota EP RC 1,5 sm;632,23;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Estatística;PNE Cota Esc Pública 1,5 sm;569,68;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Física;Ampla Conc;730,63;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Física;Cota EP RC ;704,12;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Física;Ampla Conc;701,88;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Física;Cota Esc Pública;692,32;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Física;Cota Esc Pública;688,91;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Física;Cota EP RC ;683,42;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Física;Cota EP RC 1,5 sm;675,55;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Física;Cota Esc Pública 1,5 sm;671,72;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Física;Cota EP RC ;666,05;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Física;Cota EP RC ;657,98;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Física;Cota EP RC 1,5 sm;656,28;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Física;Cota Esc Pública 1,5 sm;654,35;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Física;PNE Cota Esc Pública ;487,74;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Geofísica;Ampla Conc;687,46;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Geofísica;Cota Esc Pública;686,69;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Geofísica;Cota Esc Pública 1,5 sm;664,85;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Geofísica;Cota EP RC ;655,55;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Geofísica;Cota EP RC ;655,29;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Geofísica;Cota EP RC 1,5 sm;632,06;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Geologia;Cota Esc Pública;714,75;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Geologia;Ampla Conc;702,63;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Geologia;Cota EP RC ;679,66;30,6;38,19;15,94;2,98;3,5
UnB;Brasília;DF;Centro-Oeste;Geologia;Cota Esc Pública 1,5 sm;676,4;30,6;38,19;15,94;2,98;3,5
